Data Year,Quarter,COUNTY,ZEV Sales,Total LDV Sales,ZEV Sales Share
2019,4,Yolo,108,1383,8%
2019,4,Yuba,14,425,3%
2018,1,Alameda,2109,16336,13%
2018,1,Alpine,0,10,0%
2018,1,Amador,9,269,3%
2018,1,Butte,21,1346,2%
2018,1,Calaveras,7,362,2%
2018,1,Colusa,2,163,1%
2018,1,Contra Costa,1011,11897,8%
2018,1,Del Norte,7,75,9%
2018,1,El Dorado,93,1738,5%
2018,1,Fresno,223,6314,4%
2018,1,Glenn,3,183,2%
2018,1,Humboldt,36,612,6%
2018,1,Imperial,6,2038,0%
2018,1,Inyo,0,145,0%
2018,1,Kern,122,6124,2%
2018,1,Kings,8,1019,1%
2018,1,Lake,10,333,3%
2018,1,Lassen,0,120,0%
2018,1,Los Angeles,7360,155207,5%
2018,1,Madera,18,860,2%
2018,1,Marin,408,3363,12%
2018,1,Mariposa,3,112,3%
2018,1,Mendocino,25,571,4%
2018,1,Merced,38,1441,3%
2018,1,Modoc,0,45,0%
2018,1,Mono,1,77,1%
2018,1,Monterey,127,3222,4%
2018,1,Napa,96,1436,7%
2018,1,Nevada,28,709,4%
2018,1,Orange,3653,47858,8%
2018,1,Out Of State,80,49296,0%
2018,1,Placer,157,4386,4%
2018,1,Plumas,0,115,0%
2018,1,Riverside,736,24852,3%
2018,1,Sacramento,567,12229,5%
2018,1,San Benito,18,556,3%
2018,1,San Bernardino,617,21579,3%
2018,1,San Diego,1907,37440,5%
2018,1,San Francisco,781,7108,11%
2018,1,San Joaquin,159,5805,3%
2018,1,San Luis Obispo,118,2056,6%
2018,1,San Mateo,1052,17235,6%
2018,1,Santa Barbara,148,3380,4%
2018,1,Santa Clara,3391,22897,15%
2018,1,Santa Cruz,182,2177,8%
2018,1,Shasta,23,1217,2%
2018,1,Sierra,0,23,0%
2018,1,Siskiyou,4,195,2%
2018,1,Solano,160,3798,4%
2018,1,Sonoma,320,4545,7%
2018,1,Stanislaus,84,3557,2%
2018,1,Sutter,4,757,1%
2018,1,Tehama,4,324,1%
2018,1,Trinity,0,69,0%
2018,1,Tulare,33,2764,1%
2018,1,Tuolumne,6,346,2%
2018,1,Ventura,521,10268,5%
2018,1,Yolo,121,1711,7%
2018,1,Yuba,11,473,2%
2018,2,Alameda,2466,16428,15%
2018,2,Alpine,0,9,0%
2018,2,Amador,6,284,2%
2018,2,Butte,48,1396,3%
2018,2,Calaveras,18,352,5%
2018,2,Colusa,1,168,1%
2018,2,Contra Costa,1308,12494,10%
2018,2,Del Norte,0,100,0%
2018,2,El Dorado,88,1754,5%
2018,2,Fresno,213,6821,3%
2018,2,Glenn,3,193,2%
2018,2,Humboldt,31,680,5%
2018,2,Imperial,13,2148,1%
2018,2,Inyo,3,151,2%
2018,2,Kern,163,6990,2%
2018,2,Kings,27,1042,3%
2018,2,Lake,8,342,2%
2018,2,Lassen,1,172,1%
2018,2,Los Angeles,8963,145303,6%
2018,2,Madera,15,869,2%
2018,2,Marin,446,3220,14%
2018,2,Mariposa,9,116,8%
2018,2,Mendocino,26,552,5%
2018,2,Merced,38,1496,3%
2018,2,Modoc,0,50,0%
2018,2,Mono,2,97,2%
2018,2,Monterey,150,3310,5%
2018,2,Napa,87,1440,6%
2018,2,Nevada,27,618,4%
2018,2,Orange,4267,48923,9%
2018,2,Out Of State,444,52006,1%
2018,2,Placer,283,4396,6%
2018,2,Plumas,5,114,4%
2018,2,Riverside,1029,27187,4%
2018,2,Sacramento,630,12384,5%
2018,2,San Benito,25,558,4%
2018,2,San Bernardino,811,23032,4%
2018,2,San Diego,2921,37301,8%
2018,2,San Francisco,725,6759,11%
2018,2,San Joaquin,219,6100,4%
2018,2,San Luis Obispo,129,2014,6%
2018,2,San Mateo,1344,25970,5%
2018,2,Santa Barbara,228,3610,6%
2018,2,Santa Clara,4438,23695,19%
2018,2,Santa Cruz,202,2105,10%
2018,2,Shasta,29,1319,2%
2018,2,Sierra,0,16,0%
2018,2,Siskiyou,4,251,2%
2018,2,Solano,211,4187,5%
2018,2,Sonoma,353,4537,8%
2018,2,Stanislaus,99,3613,3%
2018,2,Sutter,7,792,1%
2018,2,Tehama,0,312,0%
2018,2,Trinity,1,53,2%
2018,2,Tulare,38,3027,1%
2018,2,Tuolumne,5,327,2%
2018,2,Ventura,661,10407,6%
2018,2,Yolo,138,1764,8%
2018,2,Yuba,7,553,1%
2018,3,Alameda,3500,18428,19%
2018,3,Alpine,0,11,0%
2018,3,Amador,8,258,3%
2018,3,Butte,51,1435,4%
2018,3,Calaveras,14,406,3%
2018,3,Colusa,2,163,1%
2018,3,Contra Costa,1699,13156,13%
2018,3,Del Norte,2,104,2%
2018,3,El Dorado,156,1988,8%
2018,3,Fresno,356,7348,5%
2018,3,Glenn,4,196,2%
2018,3,Humboldt,39,646,6%
2018,3,Imperial,21,2098,1%
2018,3,Inyo,4,142,3%
2018,3,Kern,156,6961,2%
2018,3,Kings,19,1029,2%
2018,3,Lake,14,349,4%
2018,3,Lassen,0,160,0%
2018,3,Los Angeles,10278,129946,8%
2018,3,Madera,15,896,2%
2018,3,Marin,547,3312,17%
2018,3,Mariposa,7,109,6%
2018,3,Mendocino,46,570,8%
2018,3,Merced,31,1565,2%
2018,3,Modoc,0,22,0%
2018,3,Mono,4,100,4%
2018,3,Monterey,171,3423,5%
2018,3,Napa,131,1490,9%
2018,3,Nevada,39,655,6%
2018,3,Orange,5391,49741,11%
2018,3,Out Of State,633,37000,2%
2018,3,Placer,337,4573,7%
2018,3,Plumas,1,136,1%
2018,3,Riverside,1243,27469,5%
2018,3,Sacramento,900,13493,7%
2018,3,San Benito,26,604,4%
2018,3,San Bernardino,969,23491,4%
2018,3,San Diego,3065,36769,8%
2018,3,San Francisco,1143,7856,15%
2018,3,San Joaquin,325,6330,5%
2018,3,San Luis Obispo,237,2111,11%
2018,3,San Mateo,1864,16968,11%
2018,3,Santa Barbara,303,3576,8%
2018,3,Santa Clara,6474,27065,24%
2018,3,Santa Cruz,294,2213,13%
2018,3,Shasta,30,1306,2%
2018,3,Sierra,0,19,0%
2018,3,Siskiyou,1,222,0%
2018,3,Solano,288,4298,7%
2018,3,Sonoma,504,4712,11%
2018,3,Stanislaus,127,3793,3%
2018,3,Sutter,13,818,2%
2018,3,Tehama,3,339,1%
2018,3,Trinity,1,49,2%
2018,3,Tulare,62,3172,2%
2018,3,Tuolumne,13,327,4%
2018,3,Ventura,874,10553,8%
2018,3,Yolo,175,1838,10%
2018,3,Yuba,14,507,3%
2018,4,Alameda,3846,17080,23%
2018,4,Alpine,0,10,0%
2018,4,Amador,9,282,3%
2018,4,Butte,51,1475,3%
2018,4,Calaveras,8,355,2%
2018,4,Colusa,2,152,1%
2018,4,Contra Costa,2039,12362,16%
2018,4,Del Norte,4,99,4%
2018,4,El Dorado,225,1886,12%
2018,4,Fresno,311,6634,5%
2018,4,Glenn,2,156,1%
2018,4,Humboldt,44,584,8%
2018,4,Imperial,8,1709,0%
2018,4,Inyo,6,144,4%
2018,4,Kern,181,6294,3%
2018,4,Kings,20,984,2%
2018,4,Lake,16,306,5%
2018,4,Lassen,1,145,1%
2018,4,Los Angeles,10775,132512,8%
2018,4,Madera,26,808,3%
2018,4,Marin,715,3331,21%
2018,4,Mariposa,5,109,5%
2018,4,Mendocino,46,524,9%
2018,4,Merced,37,1495,2%
2018,4,Modoc,0,33,0%
2018,4,Mono,4,101,4%
2018,4,Monterey,208,3056,7%
2018,4,Napa,156,1289,12%
2018,4,Nevada,60,709,8%
2018,4,Orange,5935,46047,13%
2018,4,Out Of State,944,32381,3%
2018,4,Placer,378,4169,9%
2018,4,Plumas,1,118,1%
2018,4,Riverside,1311,24471,5%
2018,4,Sacramento,1107,12149,9%
2018,4,San Benito,28,499,6%
2018,4,San Bernardino,1074,20732,5%
2018,4,San Diego,3331,35157,9%
2018,4,San Francisco,1374,7118,19%
2018,4,San Joaquin,356,5909,6%
2018,4,San Luis Obispo,225,1978,11%
2018,4,San Mateo,2259,15996,14%
2018,4,Santa Barbara,348,3405,10%
2018,4,Santa Clara,7019,25273,28%
2018,4,Santa Cruz,352,2142,16%
2018,4,Shasta,42,1236,3%
2018,4,Sierra,0,15,0%
2018,4,Siskiyou,4,220,2%
2018,4,Solano,286,3757,8%
2018,4,Sonoma,734,4518,16%
2018,4,Stanislaus,128,3459,4%
2018,4,Sutter,26,668,4%
2018,4,Tehama,4,314,1%
2018,4,Trinity,2,52,4%
2018,4,Tulare,78,2724,3%
2018,4,Tuolumne,9,334,3%
2018,4,Ventura,890,9640,9%
2018,4,Yolo,188,1684,11%
2018,4,Yuba,7,458,2%
2017,1,Alameda,1818,17716,10%
2017,1,Alpine,0,4,0%
2017,1,Amador,4,285,1%
2017,1,Butte,12,1468,1%
2017,1,Calaveras,4,392,1%
2017,1,Colusa,2,165,1%
2017,1,Contra Costa,812,12870,6%
2017,1,Del Norte,2,128,2%
2017,1,El Dorado,78,1840,4%
2017,1,Fresno,304,6800,4%
2017,1,Glenn,1,172,1%
2017,1,Humboldt,39,824,5%
2017,1,Imperial,10,1979,1%
2017,1,Inyo,3,176,2%
2017,1,Kern,119,6661,2%
2017,1,Kings,21,1072,2%
2017,1,Lake,7,397,2%
2017,1,Lassen,0,135,0%
2017,1,Los Angeles,6868,160946,4%
2017,1,Madera,34,982,3%
2017,1,Marin,393,3581,11%
2017,1,Mariposa,2,117,2%
2017,1,Mendocino,20,590,3%
2017,1,Merced,25,1385,2%
2017,1,Modoc,0,42,0%
2017,1,Mono,0,91,0%
2017,1,Monterey,109,3276,3%
2017,1,Napa,82,1480,6%
2017,1,Nevada,22,724,3%
2017,1,Orange,2887,49392,6%
2017,1,Out Of State,58,49113,0%
2017,1,Placer,150,4587,3%
2017,1,Plumas,0,121,0%
2017,1,Riverside,811,27381,3%
2017,1,Sacramento,401,13123,3%
2017,1,San Benito,14,566,2%
2017,1,San Bernardino,502,22877,2%
2017,1,San Diego,1745,41075,4%
2017,1,San Francisco,631,7928,8%
2017,1,San Joaquin,118,6246,2%
2017,1,San Luis Obispo,114,2288,5%
2017,1,San Mateo,888,20420,4%
2017,1,Santa Barbara,183,3693,5%
2017,1,Santa Clara,3248,24592,13%
2017,1,Santa Cruz,193,2517,8%
2017,1,Shasta,22,1241,2%
2017,1,Sierra,0,23,0%
2017,1,Siskiyou,2,222,1%
2017,1,Solano,121,4347,3%
2017,1,Sonoma,375,4901,8%
2017,1,Stanislaus,71,3603,2%
2017,1,Sutter,5,773,1%
2017,1,Tehama,1,331,0%
2017,1,Trinity,0,61,0%
2017,1,Tulare,70,2933,2%
2017,1,Tuolumne,4,348,1%
2017,1,Ventura,445,10923,4%
2017,1,Yolo,79,1927,4%
2017,1,Yuba,2,471,0%
2017,2,Alameda,1479,16268,9%
2017,2,Alpine,1,10,10%
2017,2,Amador,5,278,2%
2017,2,Butte,19,1342,1%
2017,2,Calaveras,3,343,1%
2017,2,Colusa,1,174,1%
2017,2,Contra Costa,757,12344,6%
2017,2,Del Norte,2,124,2%
2017,2,El Dorado,78,1720,5%
2017,2,Fresno,294,6473,5%
2017,2,Glenn,0,175,0%
2017,2,Humboldt,27,726,4%
2017,2,Imperial,7,1885,0%
2017,2,Inyo,2,131,2%
2017,2,Kern,91,6710,1%
2017,2,Kings,14,1087,1%
2017,2,Lake,8,331,2%
2017,2,Lassen,1,135,1%
2017,2,Los Angeles,5829,147356,4%
2017,2,Madera,25,891,3%
2017,2,Marin,335,3261,10%
2017,2,Mariposa,1,89,1%
2017,2,Mendocino,21,622,3%
2017,2,Merced,28,1543,2%
2017,2,Modoc,1,35,3%
2017,2,Mono,3,93,3%
2017,2,Monterey,83,3280,3%
2017,2,Napa,70,1412,5%
2017,2,Nevada,19,632,3%
2017,2,Orange,2605,47203,6%
2017,2,Out Of State,497,41723,1%
2017,2,Placer,129,4344,3%
2017,2,Plumas,3,121,2%
2017,2,Riverside,596,26965,2%
2017,2,Sacramento,390,12448,3%
2017,2,San Benito,18,558,3%
2017,2,San Bernardino,455,22705,2%
2017,2,San Diego,1394,38196,4%
2017,2,San Francisco,496,7230,7%
2017,2,San Joaquin,134,6190,2%
2017,2,San Luis Obispo,83,2135,4%
2017,2,San Mateo,752,25732,3%
2017,2,Santa Barbara,173,3665,5%
2017,2,Santa Clara,2790,22677,12%
2017,2,Santa Cruz,157,2231,7%
2017,2,Shasta,13,1271,1%
2017,2,Sierra,0,23,0%
2017,2,Siskiyou,5,210,2%
2017,2,Solano,116,4274,3%
2017,2,Sonoma,254,4508,6%
2017,2,Stanislaus,55,3724,1%
2017,2,Sutter,4,847,0%
2017,2,Tehama,0,344,0%
2017,2,Trinity,1,60,2%
2017,2,Tulare,93,2977,3%
2017,2,Tuolumne,8,312,3%
2017,2,Ventura,448,10825,4%
2017,2,Yolo,79,1746,5%
2017,2,Yuba,4,471,1%
2017,3,Alameda,1653,18609,9%
2017,3,Alpine,0,10,0%
2017,3,Amador,9,374,2%
2017,3,Butte,29,1620,2%
2017,3,Calaveras,8,449,2%
2017,3,Colusa,0,179,0%
2017,3,Contra Costa,851,13517,6%
2017,3,Del Norte,3,110,3%
2017,3,El Dorado,79,2006,4%
2017,3,Fresno,219,7456,3%
2017,3,Glenn,0,176,0%
2017,3,Humboldt,12,783,2%
2017,3,Imperial,3,2242,0%
2017,3,Inyo,3,185,2%
2017,3,Kern,94,7328,1%
2017,3,Kings,13,1202,1%
2017,3,Lake,12,367,3%
2017,3,Lassen,0,147,0%
2017,3,Los Angeles,6331,136312,5%
2017,3,Madera,7,956,1%
2017,3,Marin,333,3528,9%
2017,3,Mariposa,0,96,0%
2017,3,Mendocino,24,589,4%
2017,3,Merced,14,1700,1%
2017,3,Modoc,0,41,0%
2017,3,Mono,0,95,0%
2017,3,Monterey,93,3555,3%
2017,3,Napa,69,1558,4%
2017,3,Nevada,20,760,3%
2017,3,Orange,2513,49888,5%
2017,3,Out Of State,144,37004,0%
2017,3,Placer,145,4780,3%
2017,3,Plumas,1,143,1%
2017,3,Riverside,653,29510,2%
2017,3,Sacramento,410,14122,3%
2017,3,San Benito,19,648,3%
2017,3,San Bernardino,487,25063,2%
2017,3,San Diego,1522,39569,4%
2017,3,San Francisco,577,7760,7%
2017,3,San Joaquin,140,6977,2%
2017,3,San Luis Obispo,79,2307,3%
2017,3,San Mateo,766,18071,4%
2017,3,Santa Barbara,156,3739,4%
2017,3,Santa Clara,3171,25362,13%
2017,3,Santa Cruz,133,2373,6%
2017,3,Shasta,10,1484,1%
2017,3,Sierra,0,25,0%
2017,3,Siskiyou,4,237,2%
2017,3,Solano,128,4663,3%
2017,3,Sonoma,413,5451,8%
2017,3,Stanislaus,57,3979,1%
2017,3,Sutter,6,924,1%
2017,3,Tehama,2,369,1%
2017,3,Trinity,1,63,2%
2017,3,Tulare,45,3347,1%
2017,3,Tuolumne,5,439,1%
2017,3,Ventura,435,11188,4%
2017,3,Yolo,77,1990,4%
2017,3,Yuba,5,591,1%
2017,4,Alameda,1777,16713,11%
2017,4,Alpine,0,7,0%
2017,4,Amador,4,306,1%
2017,4,Butte,24,1313,2%
2017,4,Calaveras,6,414,1%
2017,4,Colusa,0,135,0%
2017,4,Contra Costa,893,12277,7%
2017,4,Del Norte,1,91,1%
2017,4,El Dorado,72,1839,4%
2017,4,Fresno,222,6409,3%
2017,4,Glenn,1,177,1%
2017,4,Humboldt,21,669,3%
2017,4,Imperial,7,1609,0%
2017,4,Inyo,0,161,0%
2017,4,Kern,87,6147,1%
2017,4,Kings,10,1026,1%
2017,4,Lake,12,327,4%
2017,4,Lassen,0,132,0%
2017,4,Los Angeles,6467,127855,5%
2017,4,Madera,14,830,2%
2017,4,Marin,335,3299,10%
2017,4,Mariposa,0,88,0%
2017,4,Mendocino,35,600,6%
2017,4,Merced,21,1416,1%
2017,4,Modoc,0,34,0%
2017,4,Mono,0,121,0%
2017,4,Monterey,85,3154,3%
2017,4,Napa,63,1375,5%
2017,4,Nevada,20,680,3%
2017,4,Orange,2994,47195,6%
2017,4,Out Of State,129,32818,0%
2017,4,Placer,185,4227,4%
2017,4,Plumas,0,121,0%
2017,4,Riverside,739,25577,3%
2017,4,Sacramento,457,12390,4%
2017,4,San Benito,26,588,4%
2017,4,San Bernardino,597,21397,3%
2017,4,San Diego,1649,35227,5%
2017,4,San Francisco,621,7372,8%
2017,4,San Joaquin,191,5860,3%
2017,4,San Luis Obispo,101,2014,5%
2017,4,San Mateo,864,15542,6%
2017,4,Santa Barbara,130,3332,4%
2017,4,Santa Clara,3054,22879,13%
2017,4,Santa Cruz,154,2096,7%
2017,4,Shasta,17,1130,2%
2017,4,Sierra,0,19,0%
2017,4,Siskiyou,1,222,0%
2017,4,Solano,133,3993,3%
2017,4,Sonoma,605,5077,12%
2017,4,Stanislaus,86,3598,2%
2017,4,Sutter,10,735,1%
2017,4,Tehama,2,302,1%
2017,4,Trinity,1,53,2%
2017,4,Tulare,44,2765,2%
2017,4,Tuolumne,4,367,1%
2017,4,Ventura,447,10101,4%
2017,4,Yolo,101,1734,6%
2017,4,Yuba,8,437,2%
2016,1,Alameda,1276,18202,7%
2016,1,Alpine,1,12,8%
2016,1,Amador,2,296,1%
2016,1,Butte,6,1348,0%
2016,1,Calaveras,2,338,1%
2016,1,Colusa,0,176,0%
2016,1,Contra Costa,570,12832,4%
2016,1,Del Norte,0,96,0%
2016,1,El Dorado,48,1783,3%
2016,1,Fresno,125,6729,2%
2016,1,Glenn,0,167,0%
2016,1,Humboldt,24,837,3%
2016,1,Imperial,5,2058,0%
2016,1,Inyo,1,135,1%
2016,1,Kern,64,7101,1%
2016,1,Kings,4,1162,0%
2016,1,Lake,6,342,2%
2016,1,Lassen,0,156,0%
2016,1,Los Angeles,4846,171460,3%
2016,1,Madera,13,946,1%
2016,1,Marin,290,3594,8%
2016,1,Mariposa,4,95,4%
2016,1,Mendocino,22,587,4%
2016,1,Merced,10,1503,1%
2016,1,Modoc,0,43,0%
2016,1,Mono,1,94,1%
2016,1,Monterey,55,3286,2%
2016,1,Napa,47,1470,3%
2016,1,Nevada,18,656,3%
2016,1,Orange,1888,51079,4%
2016,1,Out Of State,62,51618,0%
2016,1,Placer,92,4460,2%
2016,1,Plumas,1,93,1%
2016,1,Riverside,385,28683,1%
2016,1,Sacramento,221,12992,2%
2016,1,San Benito,8,604,1%
2016,1,San Bernardino,323,23597,1%
2016,1,San Diego,1147,43583,3%
2016,1,San Francisco,417,8303,5%
2016,1,San Joaquin,83,6012,1%
2016,1,San Luis Obispo,59,2165,3%
2016,1,San Mateo,653,21009,3%
2016,1,Santa Barbara,116,3827,3%
2016,1,Santa Clara,2373,25164,9%
2016,1,Santa Cruz,131,2284,6%
2016,1,Shasta,10,1313,1%
2016,1,Sierra,0,14,0%
2016,1,Siskiyou,1,222,0%
2016,1,Solano,91,4416,2%
2016,1,Sonoma,230,4899,5%
2016,1,Stanislaus,63,3830,2%
2016,1,Sutter,0,750,0%
2016,1,Tehama,0,390,0%
2016,1,Trinity,2,66,3%
2016,1,Tulare,19,3112,1%
2016,1,Tuolumne,3,321,1%
2016,1,Ventura,317,11161,3%
2016,1,Yolo,47,1983,2%
2016,1,Yuba,5,438,1%
2016,2,Alameda,1047,15969,7%
2016,2,Alpine,0,6,0%
2016,2,Amador,4,243,2%
2016,2,Butte,10,1313,1%
2016,2,Calaveras,3,319,1%
2016,2,Colusa,0,149,0%
2016,2,Contra Costa,546,11756,5%
2016,2,Del Norte,0,99,0%
2016,2,El Dorado,42,1627,3%
2016,2,Fresno,193,6540,3%
2016,2,Glenn,1,154,1%
2016,2,Humboldt,17,764,2%
2016,2,Imperial,3,1842,0%
2016,2,Inyo,0,122,0%
2016,2,Kern,55,6542,1%
2016,2,Kings,7,997,1%
2016,2,Lake,7,379,2%
2016,2,Lassen,0,154,0%
2016,2,Los Angeles,4629,158435,3%
2016,2,Madera,7,871,1%
2016,2,Marin,229,3048,8%
2016,2,Mariposa,2,96,2%
2016,2,Mendocino,14,514,3%
2016,2,Merced,17,1432,1%
2016,2,Modoc,0,32,0%
2016,2,Mono,2,89,2%
2016,2,Monterey,56,3280,2%
2016,2,Napa,59,1368,4%
2016,2,Nevada,16,571,3%
2016,2,Orange,1913,47248,4%
2016,2,Out Of State,24,48361,0%
2016,2,Placer,103,4198,2%
2016,2,Plumas,2,95,2%
2016,2,Riverside,433,26859,2%
2016,2,Sacramento,240,11876,2%
2016,2,San Benito,10,532,2%
2016,2,San Bernardino,311,22442,1%
2016,2,San Diego,1183,39084,3%
2016,2,San Francisco,440,7116,6%
2016,2,San Joaquin,99,5767,2%
2016,2,San Luis Obispo,52,1951,3%
2016,2,San Mateo,674,24702,3%
2016,2,Santa Barbara,133,3593,4%
2016,2,Santa Clara,2158,22279,10%
2016,2,Santa Cruz,121,2109,6%
2016,2,Shasta,11,1231,1%
2016,2,Sierra,0,14,0%
2016,2,Siskiyou,1,213,0%
2016,2,Solano,73,4095,2%
2016,2,Sonoma,208,4459,5%
2016,2,Stanislaus,63,3638,2%
2016,2,Sutter,3,739,0%
2016,2,Tehama,1,339,0%
2016,2,Trinity,1,70,1%
2016,2,Tulare,24,3042,1%
2016,2,Tuolumne,4,302,1%
2016,2,Ventura,312,10543,3%
2016,2,Yolo,34,1666,2%
2016,2,Yuba,2,447,0%
2016,3,Alameda,1397,18128,8%
2016,3,Alpine,0,12,0%
2016,3,Amador,4,300,1%
2016,3,Butte,16,1406,1%
2016,3,Calaveras,7,400,2%
2016,3,Colusa,1,172,1%
2016,3,Contra Costa,719,13417,5%
2016,3,Del Norte,2,102,2%
2016,3,El Dorado,53,1887,3%
2016,3,Fresno,215,7199,3%
2016,3,Glenn,5,185,3%
2016,3,Humboldt,23,760,3%
2016,3,Imperial,3,2359,0%
2016,3,Inyo,1,188,1%
2016,3,Kern,80,7341,1%
2016,3,Kings,15,1264,1%
2016,3,Lake,8,421,2%
2016,3,Lassen,0,157,0%
2016,3,Los Angeles,5669,153557,4%
2016,3,Madera,13,929,1%
2016,3,Marin,279,3286,8%
2016,3,Mariposa,0,120,0%
2016,3,Mendocino,18,654,3%
2016,3,Merced,15,1721,1%
2016,3,Modoc,0,31,0%
2016,3,Mono,2,101,2%
2016,3,Monterey,88,3663,2%
2016,3,Napa,56,1535,4%
2016,3,Nevada,23,676,3%
2016,3,Orange,2198,51805,4%
2016,3,Out Of State,44,39401,0%
2016,3,Placer,135,4660,3%
2016,3,Plumas,1,121,1%
2016,3,Riverside,493,30396,2%
2016,3,Sacramento,300,13736,2%
2016,3,San Benito,17,590,3%
2016,3,San Bernardino,382,25114,2%
2016,3,San Diego,1272,41774,3%
2016,3,San Francisco,475,8069,6%
2016,3,San Joaquin,136,6802,2%
2016,3,San Luis Obispo,69,2140,3%
2016,3,San Mateo,812,15218,5%
2016,3,Santa Barbara,113,3862,3%
2016,3,Santa Clara,2879,26051,11%
2016,3,Santa Cruz,132,2393,6%
2016,3,Shasta,12,1414,1%
2016,3,Sierra,0,16,0%
2016,3,Siskiyou,3,228,1%
2016,3,Solano,91,4673,2%
2016,3,Sonoma,236,5165,5%
2016,3,Stanislaus,78,4101,2%
2016,3,Sutter,4,787,1%
2016,3,Tehama,0,387,0%
2016,3,Trinity,0,86,0%
2016,3,Tulare,16,3397,0%
2016,3,Tuolumne,2,359,1%
2016,3,Ventura,371,11410,3%
2016,3,Yolo,54,1903,3%
2016,3,Yuba,4,496,1%
2016,4,Alameda,1300,14970,9%
2016,4,Alpine,0,8,0%
2016,4,Amador,4,244,2%
2016,4,Butte,12,1204,1%
2016,4,Calaveras,7,351,2%
2016,4,Colusa,1,144,1%
2016,4,Contra Costa,580,11146,5%
2016,4,Del Norte,1,92,1%
2016,4,El Dorado,45,1713,3%
2016,4,Fresno,254,6189,4%
2016,4,Glenn,1,152,1%
2016,4,Humboldt,23,724,3%
2016,4,Imperial,6,1791,0%
2016,4,Inyo,6,135,4%
2016,4,Kern,101,5969,2%
2016,4,Kings,5,953,1%
2016,4,Lake,9,314,3%
2016,4,Lassen,1,133,1%
2016,4,Los Angeles,5162,131848,4%
2016,4,Madera,12,781,2%
2016,4,Marin,291,3126,9%
2016,4,Mariposa,1,92,1%
2016,4,Mendocino,18,562,3%
2016,4,Merced,10,1316,1%
2016,4,Modoc,0,42,0%
2016,4,Mono,1,95,1%
2016,4,Monterey,80,2950,3%
2016,4,Napa,53,1326,4%
2016,4,Nevada,19,653,3%
2016,4,Orange,2429,44184,5%
2016,4,Out Of State,28,32940,0%
2016,4,Placer,116,3905,3%
2016,4,Plumas,0,107,0%
2016,4,Riverside,471,24621,2%
2016,4,Sacramento,282,11442,2%
2016,4,San Benito,10,512,2%
2016,4,San Bernardino,402,20417,2%
2016,4,San Diego,1332,35299,4%
2016,4,San Francisco,459,7013,7%
2016,4,San Joaquin,127,5634,2%
2016,4,San Luis Obispo,67,1932,3%
2016,4,San Mateo,684,10002,7%
2016,4,Santa Barbara,129,3453,4%
2016,4,Santa Clara,2498,21389,12%
2016,4,Santa Cruz,149,2058,7%
2016,4,Shasta,12,1216,1%
2016,4,Sierra,0,18,0%
2016,4,Siskiyou,2,219,1%
2016,4,Solano,100,3779,3%
2016,4,Sonoma,272,4301,6%
2016,4,Stanislaus,57,3202,2%
2016,4,Sutter,5,688,1%
2016,4,Tehama,3,304,1%
2016,4,Trinity,0,61,0%
2016,4,Tulare,35,2659,1%
2016,4,Tuolumne,4,336,1%
2016,4,Ventura,325,9719,3%
2016,4,Yolo,74,1867,4%
2016,4,Yuba,2,379,1%
2015,1,Alameda,1010,16047,6%
2015,1,Alpine,0,5,0%
2015,1,Amador,2,261,1%
2015,1,Butte,6,1164,1%
2015,1,Calaveras,1,321,0%
2015,1,Colusa,0,140,0%
2015,1,Contra Costa,498,11438,4%
2015,1,Del Norte,0,108,0%
2015,1,El Dorado,35,1598,2%
2015,1,Fresno,118,5925,2%
2015,1,Glenn,2,145,1%
2015,1,Humboldt,35,720,5%
2015,1,Imperial,3,1627,0%
2015,1,Inyo,1,131,1%
2015,1,Kern,49,6364,1%
2015,1,Kings,4,983,0%
2015,1,Lake,5,301,2%
2015,1,Lassen,0,132,0%
2015,1,Los Angeles,3075,150350,2%
2015,1,Madera,11,810,1%
2015,1,Marin,200,3247,6%
2015,1,Mariposa,1,115,1%
2015,1,Mendocino,21,566,4%
2015,1,Merced,8,1393,1%
2015,1,Modoc,0,35,0%
2015,1,Mono,0,74,0%
2015,1,Monterey,65,2919,2%
2015,1,Napa,49,1328,4%
2015,1,Nevada,11,592,2%
2015,1,Orange,1436,47552,3%
2015,1,Out Of State,26,48790,0%
2015,1,Placer,76,4098,2%
2015,1,Plumas,1,99,1%
2015,1,Riverside,274,25295,1%
2015,1,Sacramento,200,11120,2%
2015,1,San Benito,8,525,2%
2015,1,San Bernardino,213,20623,1%
2015,1,San Diego,995,39664,3%
2015,1,San Francisco,348,7717,5%
2015,1,San Joaquin,40,5228,1%
2015,1,San Luis Obispo,64,1978,3%
2015,1,San Mateo,533,18253,3%
2015,1,Santa Barbara,69,3228,2%
2015,1,Santa Clara,1861,22449,8%
2015,1,Santa Cruz,104,1987,5%
2015,1,Shasta,3,1220,0%
2015,1,Sierra,0,15,0%
2015,1,Siskiyou,0,202,0%
2015,1,Solano,84,4077,2%
2015,1,Sonoma,183,4502,4%
2015,1,Stanislaus,24,3262,1%
2015,1,Sutter,4,710,1%
2015,1,Tehama,1,330,0%
2015,1,Trinity,1,51,2%
2015,1,Tulare,14,2626,1%
2015,1,Tuolumne,5,344,1%
2015,1,Ventura,249,10244,2%
2015,1,Yolo,40,1822,2%
2015,1,Yuba,3,441,1%
2015,2,Alameda,1089,14701,7%
2015,2,Alpine,0,9,0%
2015,2,Amador,6,221,3%
